"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"10/09/2023 22:45:00 - 10/09/2023 23:00:00","BZN|DE-LU","Sequence Sequence 1","15.15","",""
"10/09/2023 23:00:00 - 10/09/2023 23:15:00","BZN|DE-LU","Sequence Sequence 1","21.41","",""
"10/09/2023 23:15:00 - 10/09/2023 23:30:00","BZN|DE-LU","Sequence Sequence 1","22.15","",""
"10/09/2023 23:30:00 - 10/09/2023 23:45:00","BZN|DE-LU","Sequence Sequence 1","28.67","",""
"10/09/2023 23:45:00 - 11/09/2023 00:00:00","BZN|DE-LU","Sequence Sequence 1","20.36","",""
"11/09/2023 00:00:00 - 11/09/2023 00:15:00","BZN|DE-LU","Sequence Sequence 1","32.77","",""
"11/09/2023 00:15:00 - 11/09/2023 00:30:00","BZN|DE-LU","Sequence Sequence 1","30.39","",""
"11/09/2023 00:30:00 - 11/09/2023 00:45:00","BZN|DE-LU","Sequence Sequence 1","31.19","",""
"11/09/2023 00:45:00 - 11/09/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","33.10","",""
"11/09/2023 01:00:00 - 11/09/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","40.77","",""
"11/09/2023 01:15:00 - 11/09/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","38.30","",""
"11/09/2023 01:30:00 - 11/09/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","36.94","",""
"11/09/2023 01:45:00 - 11/09/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","40.90","",""
"11/09/2023 02:00:00 - 11/09/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","48.00","",""
"11/09/2023 02:15:00 - 11/09/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","46.32","",""
"11/09/2023 02:30:00 - 11/09/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","47.78","",""
"11/09/2023 02:45:00 - 11/09/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","46.00","",""
"11/09/2023 03:00:00 - 11/09/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","51.45","",""
"11/09/2023 03:15:00 - 11/09/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","53.11","",""
"11/09/2023 03:30:00 - 11/09/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","54.14","",""
"11/09/2023 03:45:00 - 11/09/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","53.73","",""
"11/09/2023 04:00:00 - 11/09/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","58.89","",""
"11/09/2023 04:15:00 - 11/09/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","56.35","",""
"11/09/2023 04:30:00 - 11/09/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","61.04","",""
"11/09/2023 04:45:00 - 11/09/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","57.19","",""
"11/09/2023 05:00:00 - 11/09/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","60.63","",""
"11/09/2023 05:15:00 - 11/09/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","58.23","",""
"11/09/2023 05:30:00 - 11/09/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","60.48","",""
"11/09/2023 05:45:00 - 11/09/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","61.94","",""
"11/09/2023 06:00:00 - 11/09/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","63.42","",""
"11/09/2023 06:15:00 - 11/09/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","65.02","",""
"11/09/2023 06:30:00 - 11/09/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","62.93","",""
"11/09/2023 06:45:00 - 11/09/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","62.45","",""
"11/09/2023 07:00:00 - 11/09/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","59.98","",""
"11/09/2023 07:15:00 - 11/09/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","59.55","",""
"11/09/2023 07:30:00 - 11/09/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","62.81","",""
"11/09/2023 07:45:00 - 11/09/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","62.77","",""
"11/09/2023 08:00:00 - 11/09/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","55.72","",""
"11/09/2023 08:15:00 - 11/09/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","59.32","",""
"11/09/2023 08:30:00 - 11/09/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","59.18","",""
"11/09/2023 08:45:00 - 11/09/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","55.65","",""
"11/09/2023 09:00:00 - 11/09/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","54.19","",""
"11/09/2023 09:15:00 - 11/09/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","51.01","",""
"11/09/2023 09:30:00 - 11/09/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","48.25","",""
"11/09/2023 09:45:00 - 11/09/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","52.79","",""
"11/09/2023 10:00:00 - 11/09/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","47.41","",""
"11/09/2023 10:15:00 - 11/09/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","46.66","",""
"11/09/2023 10:30:00 - 11/09/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","52.63","",""
"11/09/2023 10:45:00 - 11/09/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","47.65","",""
"11/09/2023 11:00:00 - 11/09/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","39.95","",""
"11/09/2023 11:15:00 - 11/09/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","40.52","",""
"11/09/2023 11:30:00 - 11/09/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","38.78","",""
"11/09/2023 11:45:00 - 11/09/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","41.52","",""
"11/09/2023 12:00:00 - 11/09/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","32.62","",""
"11/09/2023 12:15:00 - 11/09/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","32.52","",""
"11/09/2023 12:30:00 - 11/09/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","30.65","",""
"11/09/2023 12:45:00 - 11/09/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","28.76","",""
"11/09/2023 13:00:00 - 11/09/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","23.13","",""
"11/09/2023 13:15:00 - 11/09/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","24.69","",""
"11/09/2023 13:30:00 - 11/09/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","23.24","",""
"11/09/2023 13:45:00 - 11/09/2023 14:00:00","BZN|DE-LU","Sequence Sequence 1","24.71","",""
"11/09/2023 14:00:00 - 11/09/2023 14:15:00","BZN|DE-LU","Sequence Sequence 1","16.43","",""
"11/09/2023 14:15:00 - 11/09/2023 14:30:00","BZN|DE-LU","Sequence Sequence 1","17.75","",""
"11/09/2023 14:30:00 - 11/09/2023 14:45:00","BZN|DE-LU","Sequence Sequence 1","14.94","",""
"11/09/2023 14:45:00 - 11/09/2023 15:00:00","BZN|DE-LU","Sequence Sequence 1","17.28","",""
"11/09/2023 15:00:00 - 11/09/2023 15:15:00","BZN|DE-LU","Sequence Sequence 1","9.40","",""
"11/09/2023 15:15:00 - 11/09/2023 15:30:00","BZN|DE-LU","Sequence Sequence 1","7.60","",""
"11/09/2023 15:30:00 - 11/09/2023 15:45:00","BZN|DE-LU","Sequence Sequence 1","10.35","",""
"11/09/2023 15:45:00 - 11/09/2023 16:00:00","BZN|DE-LU","Sequence Sequence 1","13.75","",""
"11/09/2023 16:00:00 - 11/09/2023 16:15:00","BZN|DE-LU","Sequence Sequence 1","3.00","",""
"11/09/2023 16:15:00 - 11/09/2023 16:30:00","BZN|DE-LU","Sequence Sequence 1","6.15","",""
"11/09/2023 16:30:00 - 11/09/2023 16:45:00","BZN|DE-LU","Sequence Sequence 1","7.51","",""
"11/09/2023 16:45:00 - 11/09/2023 17:00:00","BZN|DE-LU","Sequence Sequence 1","10.51","",""
"11/09/2023 17:00:00 - 11/09/2023 17:15:00","BZN|DE-LU","Sequence Sequence 1","1.93","",""
"11/09/2023 17:15:00 - 11/09/2023 17:30:00","BZN|DE-LU","Sequence Sequence 1","1.65","",""
"11/09/2023 17:30:00 - 11/09/2023 17:45:00","BZN|DE-LU","Sequence Sequence 1","0.58","",""
"11/09/2023 17:45:00 - 11/09/2023 18:00:00","BZN|DE-LU","Sequence Sequence 1","5.20","",""
"11/09/2023 18:00:00 - 11/09/2023 18:15:00","BZN|DE-LU","Sequence Sequence 1","0.16","",""
"11/09/2023 18:15:00 - 11/09/2023 18:30:00","BZN|DE-LU","Sequence Sequence 1","1.15","",""
"11/09/2023 18:30:00 - 11/09/2023 18:45:00","BZN|DE-LU","Sequence Sequence 1","-1.80","",""
"11/09/2023 18:45:00 - 11/09/2023 19:00:00","BZN|DE-LU","Sequence Sequence 1","3.66","",""
"11/09/2023 19:00:00 - 11/09/2023 19:15:00","BZN|DE-LU","Sequence Sequence 1","5.23","",""
"11/09/2023 19:15:00 - 11/09/2023 19:30:00","BZN|DE-LU","Sequence Sequence 1","4.61","",""
"11/09/2023 19:30:00 - 11/09/2023 19:45:00","BZN|DE-LU","Sequence Sequence 1","-0.29","",""
"11/09/2023 19:45:00 - 11/09/2023 20:00:00","BZN|DE-LU","Sequence Sequence 1","4.13","",""
"11/09/2023 20:00:00 - 11/09/2023 20:15:00","BZN|DE-LU","Sequence Sequence 1","2.57","",""
"11/09/2023 20:15:00 - 11/09/2023 20:30:00","BZN|DE-LU","Sequence Sequence 1","6.03","",""
"11/09/2023 20:30:00 - 11/09/2023 20:45:00","BZN|DE-LU","Sequence Sequence 1","6.32","",""
"11/09/2023 20:45:00 - 11/09/2023 21:00:00","BZN|DE-LU","Sequence Sequence 1","6.53","",""
"11/09/2023 21:00:00 - 11/09/2023 21:15:00","BZN|DE-LU","Sequence Sequence 1","11.75","",""
"11/09/2023 21:15:00 - 11/09/2023 21:30:00","BZN|DE-LU","Sequence Sequence 1","10.66","",""
"11/09/2023 21:30:00 - 11/09/2023 21:45:00","BZN|DE-LU","Sequence Sequence 1","6.76","",""
"11/09/2023 21:45:00 - 11/09/2023 22:00:00","BZN|DE-LU","Sequence Sequence 1","11.75","",""
"11/09/2023 22:00:00 - 11/09/2023 22:15:00","BZN|DE-LU","Sequence Sequence 1","17.09","",""
"11/09/2023 22:15:00 - 11/09/2023 22:30:00","BZN|DE-LU","Sequence Sequence 1","15.09","",""
"11/09/2023 22:30:00 - 11/09/2023 22:45:00","BZN|DE-LU","Sequence Sequence 1","13.75","",""
"11/09/2023 22:45:00 - 11/09/2023 23:00:00","BZN|DE-LU","Sequence Sequence 1","19.97","",""
"11/09/2023 23:00:00 - 11/09/2023 23:15:00","BZN|DE-LU","Sequence Sequence 1","26.59","",""
"11/09/2023 23:15:00 - 11/09/2023 23:30:00","BZN|DE-LU","Sequence Sequence 1","25.54","",""
"11/09/2023 23:30:00 - 11/09/2023 23:45:00","BZN|DE-LU","Sequence Sequence 1","22.78","",""
"11/09/2023 23:45:00 - 12/09/2023 00:00:00","BZN|DE-LU","Sequence Sequence 1","19.09","",""
"12/09/2023 00:00:00 - 12/09/2023 00:15:00","BZN|DE-LU","Sequence Sequence 1","33.25","",""
"12/09/2023 00:15:00 - 12/09/2023 00:30:00","BZN|DE-LU","Sequence Sequence 1","32.45","",""
"12/09/2023 00:30:00 - 12/09/2023 00:45:00","BZN|DE-LU","Sequence Sequence 1","30.97","",""
"12/09/2023 00:45:00 - 12/09/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","33.97","",""
"12/09/2023 01:00:00 - 12/09/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","41.18","",""
"12/09/2023 01:15:00 - 12/09/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","39.83","",""
"12/09/2023 01:30:00 - 12/09/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","39.55","",""
"12/09/2023 01:45:00 - 12/09/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","39.58","",""
"12/09/2023 02:00:00 - 12/09/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","48.08","",""
"12/09/2023 02:15:00 - 12/09/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","45.00","",""
"12/09/2023 02:30:00 - 12/09/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","47.57","",""
"12/09/2023 02:45:00 - 12/09/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","44.88","",""
"12/09/2023 03:00:00 - 12/09/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","55.60","",""
"12/09/2023 03:15:00 - 12/09/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","53.99","",""
"12/09/2023 03:30:00 - 12/09/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","51.55","",""
"12/09/2023 03:45:00 - 12/09/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","53.09","",""
"12/09/2023 04:00:00 - 12/09/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","55.99","",""
"12/09/2023 04:15:00 - 12/09/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","60.71","",""
"12/09/2023 04:30:00 - 12/09/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","60.94","",""
"12/09/2023 04:45:00 - 12/09/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","59.09","",""
"12/09/2023 05:00:00 - 12/09/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","63.81","",""
"12/09/2023 05:15:00 - 12/09/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","61.00","",""
"12/09/2023 05:30:00 - 12/09/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","62.22","",""
"12/09/2023 05:45:00 - 12/09/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","63.14","",""
"12/09/2023 06:00:00 - 12/09/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","61.71","",""
"12/09/2023 06:15:00 - 12/09/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","61.86","",""
"12/09/2023 06:30:00 - 12/09/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","63.58","",""
"12/09/2023 06:45:00 - 12/09/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","63.01","",""
"12/09/2023 07:00:00 - 12/09/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","59.18","",""
"12/09/2023 07:15:00 - 12/09/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","56.32","",""
"12/09/2023 07:30:00 - 12/09/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","60.34","",""
"12/09/2023 07:45:00 - 12/09/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","56.50","",""
"12/09/2023 08:00:00 - 12/09/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","55.72","",""
"12/09/2023 08:15:00 - 12/09/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","55.95","",""
"12/09/2023 08:30:00 - 12/09/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","56.56","",""
"12/09/2023 08:45:00 - 12/09/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","59.34","",""
"12/09/2023 09:00:00 - 12/09/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","55.01","",""
"12/09/2023 09:15:00 - 12/09/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","53.95","",""
"12/09/2023 09:30:00 - 12/09/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","54.20","",""
"12/09/2023 09:45:00 - 12/09/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","54.24","",""
"12/09/2023 10:00:00 - 12/09/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","41.72","",""
"12/09/2023 10:15:00 - 12/09/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","46.74","",""
"12/09/2023 10:30:00 - 12/09/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","43.12","",""
"12/09/2023 10:45:00 - 12/09/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","47.74","",""
"12/09/2023 11:00:00 - 12/09/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","35.30","",""
"12/09/2023 11:15:00 - 12/09/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","39.12","",""
"12/09/2023 11:30:00 - 12/09/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","40.58","",""
"12/09/2023 11:45:00 - 12/09/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","37.25","",""
"12/09/2023 12:00:00 - 12/09/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","33.64","",""
"12/09/2023 12:15:00 - 12/09/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","32.73","",""
"12/09/2023 12:30:00 - 12/09/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","32.48","",""
"12/09/2023 12:45:00 - 12/09/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","33.11","",""
"12/09/2023 13:00:00 - 12/09/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","23.23","",""
"12/09/2023 13:15:00 - 12/09/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","24.26","",""
"12/09/2023 13:30:00 - 12/09/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","23.97","",""
"12/09/2023 13:45:00 - 12/09/2023 14:00:00","BZN|DE-LU","Sequence Sequence 1","23.93","",""
"12/09/2023 14:00:00 - 12/09/2023 14:15:00","BZN|DE-LU","Sequence Sequence 1","15.37","",""
"12/09/2023 14:15:00 - 12/09/2023 14:30:00","BZN|DE-LU","Sequence Sequence 1","14.23","",""
"12/09/2023 14:30:00 - 12/09/2023 14:45:00","BZN|DE-LU","Sequence Sequence 1","16.04","",""
"12/09/2023 14:45:00 - 12/09/2023 15:00:00","BZN|DE-LU","Sequence Sequence 1","15.93","",""
"12/09/2023 15:00:00 - 12/09/2023 15:15:00","BZN|DE-LU","Sequence Sequence 1","9.03","",""
"12/09/2023 15:15:00 - 12/09/2023 15:30:00","BZN|DE-LU","Sequence Sequence 1","12.21","",""
"12/09/2023 15:30:00 - 12/09/2023 15:45:00","BZN|DE-LU","Sequence Sequence 1","8.16","",""
"12/09/2023 15:45:00 - 12/09/2023 16:00:00","BZN|DE-LU","Sequence Sequence 1","10.16","",""
"12/09/2023 16:00:00 - 12/09/2023 16:15:00","BZN|DE-LU","Sequence Sequence 1","8.07","",""
"12/09/2023 16:15:00 - 12/09/2023 16:30:00","BZN|DE-LU","Sequence Sequence 1","7.55","",""
"12/09/2023 16:30:00 - 12/09/2023 16:45:00","BZN|DE-LU","Sequence Sequence 1","8.17","",""
"12/09/2023 16:45:00 - 12/09/2023 17:00:00","BZN|DE-LU","Sequence Sequence 1","4.55","",""
"12/09/2023 17:00:00 - 12/09/2023 17:15:00","BZN|DE-LU","Sequence Sequence 1","4.31","",""
"12/09/2023 17:15:00 - 12/09/2023 17:30:00","BZN|DE-LU","Sequence Sequence 1","0.61","",""
"12/09/2023 17:30:00 - 12/09/2023 17:45:00","BZN|DE-LU","Sequence Sequence 1","2.19","",""
"12/09/2023 17:45:00 - 12/09/2023 18:00:00","BZN|DE-LU","Sequence Sequence 1","2.38","",""
"12/09/2023 18:00:00 - 12/09/2023 18:15:00","BZN|DE-LU","Sequence Sequence 1","0.57","",""
"12/09/2023 18:15:00 - 12/09/2023 18:30:00","BZN|DE-LU","Sequence Sequence 1","0.99","",""
"12/09/2023 18:30:00 - 12/09/2023 18:45:00","BZN|DE-LU","Sequence Sequence 1","0.73","",""
"12/09/2023 18:45:00 - 12/09/2023 19:00:00","BZN|DE-LU","Sequence Sequence 1","-0.25","",""
"12/09/2023 19:00:00 - 12/09/2023 19:15:00","BZN|DE-LU","Sequence Sequence 1","4.45","",""
"12/09/2023 19:15:00 - 12/09/2023 19:30:00","BZN|DE-LU","Sequence Sequence 1","2.37","",""
"12/09/2023 19:30:00 - 12/09/2023 19:45:00","BZN|DE-LU","Sequence Sequence 1","3.14","",""
"12/09/2023 19:45:00 - 12/09/2023 20:00:00","BZN|DE-LU","Sequence Sequence 1","3.07","",""
"12/09/2023 20:00:00 - 12/09/2023 20:15:00","BZN|DE-LU","Sequence Sequence 1","5.85","",""
"12/09/2023 20:15:00 - 12/09/2023 20:30:00","BZN|DE-LU","Sequence Sequence 1","5.92","",""
"12/09/2023 20:30:00 - 12/09/2023 20:45:00","BZN|DE-LU","Sequence Sequence 1","5.13","",""
"12/09/2023 20:45:00 - 12/09/2023 21:00:00","BZN|DE-LU","Sequence Sequence 1","8.57","",""
"12/09/2023 21:00:00 - 12/09/2023 21:15:00","BZN|DE-LU","Sequence Sequence 1","12.03","",""
"12/09/2023 21:15:00 - 12/09/2023 21:30:00","BZN|DE-LU","Sequence Sequence 1","10.54","",""
"12/09/2023 21:30:00 - 12/09/2023 21:45:00","BZN|DE-LU","Sequence Sequence 1","9.61","",""
"12/09/2023 21:45:00 - 12/09/2023 22:00:00","BZN|DE-LU","Sequence Sequence 1","10.27","",""
"12/09/2023 22:00:00 - 12/09/2023 22:15:00","BZN|DE-LU","Sequence Sequence 1","17.55","",""
"12/09/2023 22:15:00 - 12/09/2023 22:30:00","BZN|DE-LU","Sequence Sequence 1","19.72","",""
"12/09/2023 22:30:00 - 12/09/2023 22:45:00","BZN|DE-LU","Sequence Sequence 1","13.97","",""
"12/09/2023 22:45:00 - 12/09/2023 23:00:00","BZN|DE-LU","Sequence Sequence 1","18.04","",""
"12/09/2023 23:00:00 - 12/09/2023 23:15:00","BZN|DE-LU","Sequence Sequence 1","26.21","",""
"12/09/2023 23:15:00 - 12/09/2023 23:30:00","BZN|DE-LU","Sequence Sequence 1","20.98","",""
"12/09/2023 23:30:00 - 12/09/2023 23:45:00","BZN|DE-LU","Sequence Sequence 1","23.59","",""
"12/09/2023 23:45:00 - 13/09/2023 00:00:00","BZN|DE-LU","Sequence Sequence 1","21.82","",""
"13/09/2023 00:00:00 - 13/09/2023 00:15:00","BZN|DE-LU","Sequence Sequence 1","32.41","",""
"13/09/2023 00:15:00 - 13/09/2023 00:30:00","BZN|DE-LU","Sequence Sequence 1","30.83","",""
"13/09/2023 00:30:00 - 13/09/2023 00:45:00","BZN|DE-LU","Sequence Sequence 1","31.29","",""
"13/09/2023 00:45:00 - 13/09/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","30.73","",""
"13/09/2023 01:00:00 - 13/09/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","40.75","",""
"13/09/2023 01:15:00 - 13/09/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","39.77","",""
"13/09/2023 01:30:00 - 13/09/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","39.78","",""
"13/09/2023 01:45:00 - 13/09/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","39.63","",""
"13/09/2023 02:00:00 - 13/09/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","47.69","",""
"13/09/2023 02:15:00 - 13/09/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","46.03","",""
"13/09/2023 02:30:00 - 13/09/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","49.95","",""
"13/09/2023 02:45:00 - 13/09/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","44.08","",""
"13/09/2023 03:00:00 - 13/09/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","49.31","",""
"13/09/2023 03:15:00 - 13/09/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","49.14","",""
"13/09/2023 03:30:00 - 13/09/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","48.60","",""
"13/09/2023 03:45:00 - 13/09/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","54.11","",""
"13/09/2023 04:00:00 - 13/09/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","58.63","",""
"13/09/2023 04:15:00 - 13/09/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","59.95","",""
"13/09/2023 04:30:00 - 13/09/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","55.42","",""
"13/09/2023 04:45:00 - 13/09/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","59.02","",""
"13/09/2023 05:00:00 - 13/09/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","60.64","",""
"13/09/2023 05:15:00 - 13/09/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","60.86","",""
"13/09/2023 05:30:00 - 13/09/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","61.78","",""
"13/09/2023 05:45:00 - 13/09/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","59.01","",""
"13/09/2023 06:00:00 - 13/09/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","66.72","",""
"13/09/2023 06:15:00 - 13/09/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","64.21","",""
"13/09/2023 06:30:00 - 13/09/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","60.49","",""
"13/09/2023 06:45:00 - 13/09/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","59.37","",""
"13/09/2023 07:00:00 - 13/09/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","60.35","",""
"13/09/2023 07:15:00 - 13/09/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","60.89","",""
"13/09/2023 07:30:00 - 13/09/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","62.66","",""
"13/09/2023 07:45:00 - 13/09/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","58.19","",""
"13/09/2023 08:00:00 - 13/09/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","58.10","",""
"13/09/2023 08:15:00 - 13/09/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","54.47","",""
"13/09/2023 08:30:00 - 13/09/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","58.40","",""
"13/09/2023 08:45:00 - 13/09/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","57.31","",""
"13/09/2023 09:00:00 - 13/09/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","56.64","",""
"13/09/2023 09:15:00 - 13/09/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","49.67","",""
"13/09/2023 09:30:00 - 13/09/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","55.50","",""
"13/09/2023 09:45:00 - 13/09/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","49.35","",""
"13/09/2023 10:00:00 - 13/09/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","43.89","",""
"13/09/2023 10:15:00 - 13/09/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","43.19","",""
"13/09/2023 10:30:00 - 13/09/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","47.05","",""
"13/09/2023 10:45:00 - 13/09/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","44.20","",""
"13/09/2023 11:00:00 - 13/09/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","36.62","",""
"13/09/2023 11:15:00 - 13/09/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","39.72","",""
"13/09/2023 11:30:00 - 13/09/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","40.22","",""
